gsp_id,gsp_name,latitude,longitude
38,BRFO_1|CLT03,52.217368013916214,1.0654074151628201
39,BRID_P,56.823606849523514,-2.7267905598220774
40,BRIM_1,51.66361211530955,-0.06248590500495763
41,BRLE_1|FLEE_1,51.271132625644796,-1.0489625123354773
42,BROA_P,57.2849964408419,-5.6881020235846975
43,BROR_P,58.08694262909074,-3.9084399636570137
44,BROX,55.96264228105155,-3.442280113760431
45,BRWA1,51.10378785724627,-2.8734439820960307
46,BUMU_P,56.44461518236795,-3.6902570698764396
47,BURM_1,52.25128645739639,0.2349911359045243
48,BUSH_1,52.74320263427347,-2.128998354753404
49,BUST_1,52.56346311284608,-1.9296895722285088
50,CAAD_P,55.55268476912979,-5.467038477601812
51,CAFA|EAST|GLLE|KEOO|TONG1,54.96070762929567,-3.9795847966758484
52,CAMB_01,53.66359639249208,-0.8540387999983555
54,CAPEA1,53.21499391515315,-2.8633970457080524
55,CARE_1,51.52157831327467,-3.14464878367045
56,CARR_1,53.426850831484536,-2.368941781229396
57,CASS_P,58.3775531200614,-4.852959586899145
58,CATY,55.84556886170674,-4.175942637422764
59,CEAN_P,57.187120709543166,-4.91258681841331
60,CELL_1,53.008609835492095,-2.2626406950397007
61,CHAP,55.19997176174613,-3.1708280054273454
62,CHAR_P,56.47283529998964,-3.0893194464614786
63,CHAS,55.84914607867535,-4.263643527013172
64,CHIC_1,50.72235299664698,-2.491506552254701
65,CHSI_1,51.37819973393599,-0.331825907645673
66,CHTE_1,53.17875973000343,-1.3162600064879537
67,CITR_1,51.52034386329344,-0.09572684147430942
68,CLAY_P,57.14104595830877,-2.0859741958695155
69,CLYM,55.81568153004805,-4.14165548370731
70,COAT,55.861546510702716,-4.018212307211566
71,COCK,55.91200338388042,-2.8415726656253835
72,CONQA1|SASA,53.186885073434155,-3.289880929932956
73,COUA_P,56.66069491701603,-3.4489055801283204
74,COVE_1,52.4072622067892,-1.2735773611998982
76,COYL,55.4039570459785,-4.22879590714593
77,CRAI_P,57.09475394025554,-2.2389219880991167
78,CREB_1,53.93245176565361,-0.4944843176701637
79,CROO,55.78421905508964,-4.430459875753332
80,CUMB,55.943139910088185,-3.960080396349294
81,CUPA,56.327264474210885,-2.9934193164602845
82,CURR,55.88668046195204,-3.30810734533198
83,DALM3,55.842895812936064,-4.203789814834066
84,DEVM,55.93603990080797,-4.715447969500993
85,DEVO,56.13995027756637,-3.7256038631969997
86,DEWP,55.961298883488645,-3.2090014833360954
87,DOUN_P,58.39108295190545,-4.140664410968807
88,DRAK_1,52.78993909654729,-1.6084944671620496
89,DRAX_1,53.77760076193877,-1.0015010400119273
90,DRCR,55.910914700020605,-3.5649747079058747
91,DRUM,55.96193746908752,-4.370450430997815
92,DUBE_P,58.300274463375466,-3.437838822154408
93,DUDH_P|GLAG_P,56.464203921260555,-2.972629194693173
94,DUGR_P,57.42968010443356,-6.388675642906801
95,DUMF,55.17109924756093,-3.7983736330955846
96,DUNB,55.968550726677655,-2.562214120852292
97,DUNF|TOWH,56.08987233700417,-3.5330869100867504
98,DUNO_P,55.94195100651785,-5.107136179876156
99,DYCE_P,57.311027166681974,-2.1102637702865
100,EALI_6,51.49551579528848,-0.3157262119983984
101,EASO_1,52.28984780451585,-0.21357720095893307
102,ECCL,55.70020848294969,-2.4151083635262784
103,ECLA_1,52.048007885339594,-1.0192776954774014
104,EERH,55.91574449635763,-4.124130618913635
105,EKIL,55.75007418134056,-4.173392770279271
106,EKIS,55.745557653631685,-4.178087759195961
107,ELDE,55.82987872949267,-4.453568311512488
108,ELGI_P,57.644527349031435,-3.2841024936735304
109,ELLA_1,53.65780743780062,-1.8663007762618165
110,ELST_1,51.70652345319898,-0.34512330507549865
111,ENDE_1,52.65677012118322,-1.240092363452343
112,ERSK,55.90347254886892,-4.494342900787299
113,EXET1,50.81638962477598,-3.458750444375182
114,FASN_P,57.31496175811048,-4.898012883204954
115,FAUG_P,57.14603358214549,-4.656416248502616
116,FAWL_1,50.712973995932394,-1.332675422002259
117,FECK_6,52.08746757100201,-1.8337040208784328
118,FERRA2,53.66384792517518,-1.30305814296807
119,FERRB_M,53.828161730283036,-1.3281344019051788
120,FETT_P|KINT_P|ROTI3,57.20469720687802,-2.4488425110168657
121,FIDD_P,56.89470960481083,-2.4175087840265825
122,FIDF_1,53.28588192966387,-2.476146187912803
123,FINN,55.87214059568099,-4.282805922783619
124,FOUR_1,55.02297360872441,-2.2361487939179945
125,FRAS_P,57.66044236166501,-2.021001791579356
126,FROD_1,53.29765671548887,-2.6876337334622025
127,FWIL_P,56.798842984562775,-5.4050963695456575
128,GALA,55.58765540777771,-2.9379283485566323
129,GIFF,55.74135125585814,-4.304520690845047
130,GLLU,54.907458748636685,-4.939511958400402
131,GLNI,56.08916422150235,-3.224646829961459
132,GLRO,56.2228394229582,-3.1931923346182765
133,GORG,55.93537672678053,-3.224654809356407
134,GOVA,55.85370802768956,-4.317436318186469
135,GREN_1,52.46096059669432,-0.7636505201999049
136,GRIW_1,53.58529107681711,-0.20899508203787243
137,GRMO,55.980169828211515,-3.6589622452941484
138,GRUB_P,57.80155030201858,-5.217541988954003
141,HAGR,55.82584775435129,-4.2785267311487525
142,HAMHC1,52.527944513257786,-1.6868719263075074
144,HARM_6,54.68603767111161,-1.3125904475262942
145,HAWI,55.408882132339244,-2.6773829603585413
146,HAWP_6,54.81581929060657,-1.4065193341718365
147,HELE,56.0313584776422,-4.763701335171755
148,HEYS_1|HEYS1|ORMO,54.03866304702577,-2.7484011136792486
149,HUER,55.72382887508881,-4.904417268325636
150,HURS_1,51.440720719337506,0.05185506647114982
151,IMPK_1,51.55591553466697,-3.0367335598732823
152,INDQ1,50.31678358330202,-5.061421841784744
153,INKE,56.03189881775123,-3.3966823424603887
154,INNE_P,57.35062673343306,-4.253720985536916
155,IROA1,51.6099497777585,-2.3773364202829845
156,IRONB1,52.6053724303229,-2.5411836677776125
158,IVER_1|IVER_6,51.5431691854197,-0.566394097419753
159,JOHN,55.84999133191135,-4.626730240376301
160,JORD_3,53.32306745449083,-1.5191584087207934
161,KAIM,55.730470809393346,-3.2389234277686683
162,KEAD_1,53.46028247255899,-0.38053845227398087
164,KEMS_1,51.34465156381733,0.7930716816530833
165,KIBY_1,53.539280530274326,-2.9760007670182547
166,KIBY_G|WASF_1,53.56372082246288,-2.8041569232363237
167,KIER,55.95804491040861,-4.25427371910652
168,KIIN_P,56.459623079098826,-4.363970330201269
169,KILB,55.9356346770125,-4.410811645157023
170,KILS,55.57244426819288,-4.476934857663017
171,KILT,55.660689226194634,-4.516479561360266
172,KILW,55.613046573333115,-4.653413827220577
173,KINL_P,56.703505808461344,-5.014492347940253
174,KINO_1,51.378693056645226,0.4680305065724118
175,KIRKB1,53.78872571274179,-1.5915678356763758
176,KITW_1,52.415411912058396,-1.9733915131242754
177,KNAR,54.13675274451247,-1.457047803593595
178,LACK_6,54.51692060313737,-0.9847845510069451
179,LAIR_P,58.04642785687051,-4.471866129054875
180,LALE1SG003,51.43164278475424,-0.5028806852001702
181,LAND1,50.48187037711096,-4.300647661572873
182,LEGA_1,52.776473151621474,-3.1562080891306343
183,LEVE,56.22810924657769,-2.8675414971869118
184,LING,55.85131823529628,-3.474282752958459
185,LINM,55.58044607836342,-3.7114292705420775
186,LISD_1,53.37636760583304,-2.9154472446484907
187,LITT_C,51.458285882134824,0.1736645348777076
188,LITT_J,51.4292647805364,0.1999691071429492
189,LODR_6,51.53448115032008,-0.16914727551878472
190,LOUD_H,51.60830366944523,-0.7243233649827464
191,LOVE_1,50.868899338669735,-0.8527120094014068
192,LUNA_P,56.72093817453261,-2.984555944919567
193,LYND_P,56.4922133827639,-3.0078194901096706
194,MACC_3,53.24791479351616,-2.111644369218062
195,MACD_P,57.64755649324511,-2.517342213787845
196,MAGA_6,51.62156306398633,-3.620648320050625
197,MANN_1,50.90026284126791,-1.9877317396203233
198,MAYB,55.209843502483096,-4.712057209617576
199,MELK_1,51.34418705627915,-2.011141912907586
200,MILC_P,56.51112917951866,-2.8730117905540595
201,MILH_1,51.60221923995462,-0.22020593491696602
202,MITY_1,51.67644821808259,-1.7957390076491533
203,MYBS_P,58.350539078402136,-3.362486355461463
204,NAIR_P,57.34713709732942,-3.7573746151069396
205,NEAR,55.810643511935275,-3.784821092780128
206,NECE_1,52.489745216222296,-1.8394873614703258
207,NEEP_3,53.41454904806944,-1.5906289581789559
208,NETS,54.93917959522585,-4.479507868708184
209,NEWX_6,51.476935076962675,-0.06633252241261937
210,NFLE,51.26072929386046,0.21808018367455495
211,NHYD_6,51.49436068024749,-0.40587292127422947
212,NINF_1,50.96248222598064,0.3476876957142052
213,NORL_3,53.361977534810514,-1.5253870446821263
214,NORM_1|SALL1,52.66983024710022,1.3159754338251402
215,NORT_1,54.369416354359174,-1.6732221221457304
216,NURS_1,51.00809482534671,-1.4609379485947735
217,OCKH_1,52.53760983928626,-2.0239026990197977
218,OFFE_3,54.882229423686695,-1.4531939744570876
219,OLDB_1,52.49518055864494,-2.0333144483043792
220,OSBA_1,54.21508577099037,-0.8126132522501774
221,PADIB1,53.93377569502936,-2.3224864358978166
222,PAIS,55.84558146428334,-4.423040673643031
223,PART,55.8774343037614,-4.318560202971563
224,PEHG_P,57.51658282359483,-1.8635519663425164
226,PELH_1,51.999124604316094,0.41363004019839983
227,PEMB_1,51.824136594999246,-4.944955892936567
228,PENE_1,53.79971218214435,-2.6298343227434176
229,PENN_1,52.523762417615515,-2.191009504169114
230,PENT_1,53.14740219478101,-3.889203060834253
231,PENW_1|STAH_1|WABO,53.76545633186793,-2.814091515117885
232,PERS_P,57.19234624014669,-2.1341666106676525
233,PITS_3,53.417028466306554,-1.4480296022494097
234,POOB,55.862343693303515,-3.060190469160995
235,POPP_3,53.993205517841496,-1.1938220183793355
236,PORA_P,55.91981875679481,-5.8288214796004505
237,PORD,55.88096907402695,-4.2292173230159555
238,PYLE_1,51.504897270651455,-3.631186333294094
239,QUOI_P,57.06982913711304,-5.248445934284168
240,RAIN_1,53.43455236643845,-2.711494386734901
241,RANN_P,56.619638633250176,-4.687772958825981
242,RASS_1,52.03711033604181,-3.3135008754317083
243,RATS_1,52.80671866512455,-1.1005456339267012
244,RAVE|WISH,55.73923555844228,-3.9618381037022434
245,RAYL_1,51.71309358864275,0.7294142316345549
246,REBR_3,51.56372755804638,0.07323247723504607
247,REDH,56.15295526005541,-3.1322714901050794
248,REDM_P,57.05661543821305,-2.164476879564778
249,ROCH_1,53.68920363896892,-2.1703529938926738
250,RUGEB1,52.72086478859006,-1.8969440226715337
251,RYEH_1,51.77402025629017,0.05167460104750019
252,SACO,55.74178767767991,-4.77828035230625
253,SALH_1,54.62917547212708,-1.2078993807812235
254,SALT_1,53.69986714566077,-0.06636490572445444
255,SANX,55.84592009625558,-4.269427538837938
256,SBAR,52.953830719834116,-1.077058700039863
257,SEAB1|SAFO_1,51.31898353214823,-2.678885381721865
258,SELL_1,51.115539178938306,0.925164578181104
259,SFEG_P,57.57671076492435,-1.8560288241550256
260,SFIL_P,56.36205100970298,-4.052377838223984
261,SHEC_3,53.36570541481066,-1.4464255376530495
262,SHIN_P,57.88627804263569,-4.5055136795287485
263,SHRU,55.97409224080379,-3.186772220787207
264,SHRW_1,52.664572511510684,-2.828101971749989
265,SIGH,55.94335586261762,-3.2904881974004385
266,SJOW_1,51.51064148475405,-0.16223370061420483
267,SKLGB1,53.75284818098874,-1.6079925552360683
268,SLOY_P,56.24262022672907,-4.682140587525168
269,SMAN_1,53.35025152777788,-2.2507141480484694
270,SPAV,55.915463169967396,-4.8506553213329155
271,SPEN_1,54.64837204623943,-1.8628196867860047
272,SSHI_3,54.98447127059797,-1.4357705095008704
273,STAL_1,53.424912000598994,-1.9679493184713994
274,STAY_1,53.15639109591978,-0.8433988434893017
275,STEN_1,54.97361268374339,-1.7115763364872585
276,STES_1,55.02638273583036,-2.0223360003429436
277,STHA,55.761485874410134,-4.060965407764365
278,STIR,56.10211886383,-3.95430268721051
279,STLE,56.08408731358499,-4.472783817977304
280,SUND_1,51.948260032156035,-0.5887919984228168
281,SWAN_1,52.032870450251345,-4.073680963455126
282,TARL_P,57.1019819355242,-3.087712073520917
283,TAUN1,51.0780292780722,-3.3949402305552154
284,TAYN_P,56.426002764625956,-5.699875927265171
285,TELR,55.977326870094664,-3.2587977756969475
286,TEMP_3,53.41305093346341,-1.3347994553291616
287,THOM_6,53.54669171383446,-1.124318514768762
288,THSO_P,58.876577041617644,-3.1241485289237287
289,THUR_6,53.40585901883456,-1.1994965451144957
290,TILBB_1,51.533167598340434,0.430720673152849
291,TOTT_1,51.628835740721804,-0.10073475289251203
292,TRAW_1,52.87172276662305,-3.905439887897443
293,TUMB_P,56.726269217922145,-3.9511218314765126
294,TYNE_1|TYNE_2,55.023907696127985,-1.508432467575151
295,UPPB_1|UPPB_3,51.6482392135641,-3.3575917545607097
296,WALH_1,51.86315905834341,-2.3036575971561613
297,WALP_1,52.66137562887859,0.40674057752727594
298,WALP_B,52.82828095576041,-0.1501916977695003
299,WARL_1,51.598329985451656,0.30109079603221683
300,WATFS_1,51.69061241891615,-0.5494849974147914
301,WBOL_6,54.93643971416796,-1.4767694277848677
302,WBUR_1,53.22927433514469,-0.5261858943454104
303,WFIE,56.13026196129538,-3.31056488171016
304,WGEO,55.862517772283084,-4.275797333877208
305,WHGA_1,53.54358955525885,-2.151274612810387
306,WHHO,55.91746615607918,-3.20314013992844
307,WIBA_3,53.43241149956875,-1.408502900852398
308,WIEN_1,52.58354096055347,-2.055033560687619
309,WILL_1,53.0166311989549,-1.5950172408624184
311,WIOW_P,57.16008087099278,-2.1035904911485304
312,WMEL_1,53.50179839128134,-1.5960347218728217
313,WOHI_P,57.150927512958724,-2.20592832387976
314,WTHU31,51.479954315738944,0.30839356334321627
315,WWEY_1,51.28128461495202,-0.4509546057183125
316,WYLF_1,53.28951826165598,-4.381943940368632
317,WYMOM_1,51.972313884711,-0.1421743312082002
318,ACTL_C,51.54007958431133,-0.21073394219073385
319,AXMI_H,50.94295136686015,-2.5106407776977915
320,BARKR_A,51.60237535544768,0.151766260017922
321,BARKR_C,51.532673503179154,0.0529010039966497
322,BARKW3,51.5215385038374,0.1158034240189672
323,CANTN1,51.26810702248829,0.9610054615494734
324,COWL_1,51.74581970515361,-1.2938600022171722
325,ECLA_H,51.938720608806726,-1.1666015393142655
326,HACK_1,51.54886298865118,-0.03294093184449729
327,HACK_6,51.58214160338018,-0.038976914538328515
328,HARK_1|RRIG,54.72950621204918,-3.003697799382895
329,HUTT_1,54.476411940962954,-2.6417630057043184
330,ISLI_1,51.55728459423262,-0.1264549333179466
331,KEAR_1,53.57711357097207,-2.4297622089106095
332,KEAR_3,53.53106538748176,-2.363374314195654
333,PEHS_P,57.47424515967134,-1.8321972726477183
334,RICH_J|RICH1,51.29815195360522,1.3386118166387162
335,STOR_P,58.182770804859146,-6.615150275300848
336,STRI_P,57.530682940286226,-2.174787808536536
337,TONG,54.84122778851315,-4.054798567596902
338,WHAM_1,51.51227094829594,0.013491793669306987
339,WIMBN1,51.48448577249682,-0.11829691195007398
340,WIMBS1,51.43244301508852,-0.19609901561865742
341,WISD_1,51.53075878161562,-0.24666991842283445
342,WISD_6,51.50900196788579,-0.23552542196029175
